url,title,byline,published_at,source_feed_url,source_feed_timestamp
http://www.fivethirtyeight.com/2008/05/incoming.html,Incoming!,noreply@blogger.com (Nate),2008-05-29T06:07:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/senior-surge.html,A Senior Surge?,noreply@blogger.com (Nate),2008-05-28T19:44:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-528.html,"Today's Polls, 5/28",noreply@blogger.com (Nate),2008-05-28T17:32:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/pollster-ratings-v311.html,"Pollster Ratings, v3.1.1",noreply@blogger.com (Nate),2008-05-28T05:35:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-527.html,"Today's Polls, 5/27",noreply@blogger.com (Nate),2008-05-27T18:40:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/defeat-with-dignity.html,Defeat with Dignity?,noreply@blogger.com (Nate),2008-05-27T17:39:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/adventures-in-lannyland.html,Adventures in Lannyland,noreply@blogger.com (Nate),2008-05-27T04:28:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/libertarians-big-tent.html,The Libertarians' Big Tent,noreply@blogger.com (Nate),2008-05-27T00:35:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/limited-sample-size-department.html,Limited Sample Size Department,noreply@blogger.com (Nate),2008-05-26T16:19:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-526.html,"Today's Polls, 5/26",noreply@blogger.com (Nate),2008-05-26T15:12:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/mccain-jindal.html,McCain-Jindal?,noreply@blogger.com (Nate),2008-05-25T19:00:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/odds-of-recount.html,The odds of a recount,noreply@blogger.com (Nate),2008-05-25T17:54:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-525.html,"Today's Polls, 5/25",noreply@blogger.com (Nate),2008-05-25T17:40:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-524.html,"Today's Polls, 5/24",noreply@blogger.com (Nate),2008-05-24T17:29:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/michigan-what-would-have-happened.html,Michigan: What would have happened?,noreply@blogger.com (Nate),2008-05-24T01:30:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/party-identification-in-ohio.html,Party Identification in Ohio,noreply@blogger.com (Nate),2008-05-23T17:20:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-523.html,"Today's Polls, 5/23",noreply@blogger.com (Nate),2008-05-23T15:17:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/its-rare-to-tap-2.html,It's rare to tap the #2,noreply@blogger.com (Nate),2008-05-23T13:00:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-ii-522.html,"Today's Polls II, 5/22",noreply@blogger.com (Nate),2008-05-22T19:03:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
http://www.fivethirtyeight.com/2008/05/todays-polls-522.html,"Today's Polls, 5/22",noreply@blogger.com (Nate),2008-05-22T14:53:00+00:00,http://feeds.feedburner.com/538dotcom,20080529082258
