url,title,byline,published_at,source_feed_url,source_feed_timestamp
https://fivethirtyeight.com/features/mike-pence-anti-trump-politics-chat/,Attacking Trump Got Pence More Money. Can It Win Him Votes?,A FiveThirtyEight Chat,2023-08-10T20:13:42+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/features/trump-third-indictment-chat/,Will Three Indictments Prove Too Much For Trump’s Campaign?,A FiveThirtyEight Chat,2023-08-03T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/features/2024-dropout-draft/,Which Republican Will Drop Out Of The 2024 Primary First?,A FiveThirtyEight Chat,2023-07-26T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/features/second-quarter-fundraising-2024-presidential-race/,"Which 2024 Candidates Are In Trouble, According To The Latest Fundraising Numbers?",A FiveThirtyEight Chat,2023-07-19T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/features/what-happened-in-this-years-supreme-court-term/,What Happened In This Year’s Supreme Court Term?,A FiveThirtyEight Chat,2023-07-03T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/features/introducing-our-brand-new-polling-averages/,Introducing Our Brand-New Polling Averages,Nathaniel Rakich and G. Elliott Morris,2023-06-28T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/methodology/how-our-polling-averages-work/,How Our Polling Averages Work,FiveThirtyEight,2023-06-28T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230810203640
https://fivethirtyeight.com/features/were-hiring-a-senior-visual-journalist-2/,We’re Hiring A Senior Visual Journalist,G. Elliott Morris,2023-08-11T10:01:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230813204519
https://fivethirtyeight.com/features/trump-fourth-indictment-chat/,Why Trump’s Fourth Indictment May Be The Most Serious Yet,A FiveThirtyEight Chat,2023-08-16T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230816141844
https://fivethirtyeight.com/features/trumps-indictments-favorability-primary-polls/,Trump’s Indictments Might Be Hurting Him — Just Not In The Primary Polls,G. Elliott Morris,2023-08-15T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230816141844
https://fivethirtyeight.com/features/we-fix-republican-debate-qualification/,"Smaller, Better — And Weirder? How We’d Change Who Makes The GOP Debate Stage.",A FiveThirtyEight Chat,2023-08-22T10:00:00+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230823211155
https://fivethirtyeight.com/features/trump-chances-to-win-republican-primary/,What Are Trump’s Chances Of Winning The GOP Primary?,G. Elliott Morris,2023-08-29T18:57:45+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230830223902
https://fivethirtyeight.com/features/job-posting-visual-journalist/,We’re Hiring A Visual Journalist,G. Elliott Morris,2023-08-31T13:59:38+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230902015426
https://fivethirtyeight.com/videos/should-we-trust-polls-campaigns-leak-to-the-press/,Should We Trust Polls Campaigns Leak To The Press?,FiveThirtyEight,2023-09-07T02:20:46+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230908205844
https://fivethirtyeight.com/features/politics-podcast-is-donald-trump-the-inevitable-gop-nominee/,Politics Podcast: Is Donald Trump The Inevitable GOP Nominee?,"Galen Druke, Leah Askarinam, G. Elliott Morris and Nathaniel Rakich",2023-09-06T22:33:55+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230908205844
https://fivethirtyeight.com/features/what-are-the-swing-states-of-the-future/,What Are The Swing States Of The Future?,A FiveThirtyEight Chat,2023-09-06T14:45:05+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230908205844
https://fivethirtyeight.com/features/improving-economy-help-biden-2024/,Why ‘Bidenomics’ Isn’t Working For Biden,A FiveThirtyEight Chat,2023-09-12T20:07:16+00:00,https://fivethirtyeight.com/contributors/g-elliott-morris/feed/,20230916000558
